href,error_msg
https://www.flashscore.com/basketball/kazakhstan/,Error inserting href https://www.flashscore.com/basketball/kazakhstan/: 1062 (23000): Duplicate entry 'https://www.flashscore.com/basketball/kazakhstan/' for key 'urls.urls'
https://www.flashscore.com/basketball/france/,Error inserting href https://www.flashscore.com/basketball/france/: 1062 (23000): Duplicate entry 'https://www.flashscore.com/basketball/france/' for key 'urls.urls'
https://www.flashscore.com/basketball/puerto-rico/,Error inserting href https://www.flashscore.com/basketball/puerto-rico/: 1062 (23000): Duplicate entry 'https://www.flashscore.com/basketball/puerto-rico/' for key 'urls.urls'
https://www.flashscore.com/basketball/spain/,Error inserting href https://www.flashscore.com/basketball/spain/: 1062 (23000): Duplicate entry 'https://www.flashscore.com/basketball/spain/' for key 'urls.urls'
https://www.flashscore.com/basketball/iceland/,Error inserting href https://www.flashscore.com/basketball/iceland/: 1062 (23000): Duplicate entry 'https://www.flashscore.com/basketball/iceland/' for key 'urls.urls'
https://www.flashscore.com/basketball/colombia/,Error inserting href https://www.flashscore.com/basketball/colombia/: 1062 (23000): Duplicate entry 'https://www.flashscore.com/basketball/colombia/' for key 'urls.urls'
https://www.flashscore.com/basketball/brazil/,Error inserting href https://www.flashscore.com/basketball/brazil/: 1062 (23000): Duplicate entry 'https://www.flashscore.com/basketball/brazil/' for key 'urls.urls'
https://www.flashscore.com/basketball/greece/,Error inserting href https://www.flashscore.com/basketball/greece/: 1062 (23000): Duplicate entry 'https://www.flashscore.com/basketball/greece/' for key 'urls.urls'
https://www.flashscore.com/basketball/vietnam/,Error inserting href https://www.flashscore.com/basketball/vietnam/: 1062 (23000): Duplicate entry 'https://www.flashscore.com/basketball/vietnam/' for key 'urls.urls'
https://www.flashscore.com/basketball/europe/eurobasket/,Error inserting href https://www.flashscore.com/basketball/europe/eurobasket/: 1062 (23000): Duplicate entry 'https://www.flashscore.com/basketball/europe/eurobasket/' for key 'urls.urls'
https://www.flashscore.com/basketball/chile/,Error inserting href https://www.flashscore.com/basketball/chile/: 1062 (23000): Duplicate entry 'https://www.flashscore.com/basketball/chile/' for key 'urls.urls'
https://www.flashscore.com/basketball/norway/,Error inserting href https://www.flashscore.com/basketball/norway/: 1062 (23000): Duplicate entry 'https://www.flashscore.com/basketball/norway/' for key 'urls.urls'
https://www.flashscore.com/basketball/france/lnb/,Error inserting href https://www.flashscore.com/basketball/france/lnb/: 1062 (23000): Duplicate entry 'https://www.flashscore.com/basketball/france/lnb/' for key 'urls.urls'
https://www.flashscore.com/basketball/taiwan/,Error inserting href https://www.flashscore.com/basketball/taiwan/: 1062 (23000): Duplicate entry 'https://www.flashscore.com/basketball/taiwan/' for key 'urls.urls'
https://www.flashscore.com/basketball/bosnia-and-herzegovina/,Error inserting href https://www.flashscore.com/basketball/bosnia-and-herzegovina/: 1062 (23000): Duplicate entry 'https://www.flashscore.com/basketball/bosnia-and-herzegovina/' for key 'urls.urls'
https://www.flashscore.com/basketball/poland/,Error inserting href https://www.flashscore.com/basketball/poland/: 1062 (23000): Duplicate entry 'https://www.flashscore.com/basketball/poland/' for key 'urls.urls'
https://www.flashscore.com/basketball/tajikistan/,Error inserting href https://www.flashscore.com/basketball/tajikistan/: 1062 (23000): Duplicate entry 'https://www.flashscore.com/basketball/tajikistan/' for key 'urls.urls'
https://www.flashscore.com/basketball/world/,Error inserting href https://www.flashscore.com/basketball/world/: 1062 (23000): Duplicate entry 'https://www.flashscore.com/basketball/world/' for key 'urls.urls'
https://www.flashscore.com/basketball/bulgaria/,Error inserting href https://www.flashscore.com/basketball/bulgaria/: 1062 (23000): Duplicate entry 'https://www.flashscore.com/basketball/bulgaria/' for key 'urls.urls'
https://www.flashscore.com/basketball/slovakia/,Error inserting href https://www.flashscore.com/basketball/slovakia/: 1062 (23000): Duplicate entry 'https://www.flashscore.com/basketball/slovakia/' for key 'urls.urls'
https://www.flashscore.com/basketball/north-central-america/,Error inserting href https://www.flashscore.com/basketball/north-central-america/: 1062 (23000): Duplicate entry 'https://www.flashscore.com/basketball/north-central-america/' for key 'urls.urls'
https://www.flashscore.com/basketball/turkey/super-lig/,Error inserting href https://www.flashscore.com/basketball/turkey/super-lig/: 1062 (23000): Duplicate entry 'https://www.flashscore.com/basketball/turkey/super-lig/' for key 'urls.urls'
https://www.flashscore.com/basketball/australia/,Error inserting href https://www.flashscore.com/basketball/australia/: 1062 (23000): Duplicate entry 'https://www.flashscore.com/basketball/australia/' for key 'urls.urls'
https://www.flashscore.com/basketball/italy/lega-a/,Error inserting href https://www.flashscore.com/basketball/italy/lega-a/: 1062 (23000): Duplicate entry 'https://www.flashscore.com/basketball/italy/lega-a/' for key 'urls.urls'
https://www.flashscore.com/basketball/turkey/,Error inserting href https://www.flashscore.com/basketball/turkey/: 1062 (23000): Duplicate entry 'https://www.flashscore.com/basketball/turkey/' for key 'urls.urls'
https://www.flashscore.com/basketball/usa/nba/,Error inserting href https://www.flashscore.com/basketball/usa/nba/: 1062 (23000): Duplicate entry 'https://www.flashscore.com/basketball/usa/nba/' for key 'urls.urls'
https://www.flashscore.com/basketball/italy/,Error inserting href https://www.flashscore.com/basketball/italy/: 1062 (23000): Duplicate entry 'https://www.flashscore.com/basketball/italy/' for key 'urls.urls'
https://www.flashscore.com/basketball/venezuela/,Error inserting href https://www.flashscore.com/basketball/venezuela/: 1062 (23000): Duplicate entry 'https://www.flashscore.com/basketball/venezuela/' for key 'urls.urls'
https://www.flashscore.com/basketball/europe/champions-league/,Error inserting href https://www.flashscore.com/basketball/europe/champions-league/: 1062 (23000): Duplicate entry 'https://www.flashscore.com/basketball/europe/champions-league/' for key 'urls.urls'
https://www.flashscore.com/basketball/estonia/,Error inserting href https://www.flashscore.com/basketball/estonia/: 1062 (23000): Duplicate entry 'https://www.flashscore.com/basketball/estonia/' for key 'urls.urls'
https://www.flashscore.com/basketball/canada/,Error inserting href https://www.flashscore.com/basketball/canada/: 1062 (23000): Duplicate entry 'https://www.flashscore.com/basketball/canada/' for key 'urls.urls'
https://www.flashscore.com/basketball/mexico/,Error inserting href https://www.flashscore.com/basketball/mexico/: 1062 (23000): Duplicate entry 'https://www.flashscore.com/basketball/mexico/' for key 'urls.urls'
https://www.flashscore.com/basketball/sweden/,Error inserting href https://www.flashscore.com/basketball/sweden/: 1062 (23000): Duplicate entry 'https://www.flashscore.com/basketball/sweden/' for key 'urls.urls'
https://www.flashscore.com/basketball/thailand/,Error inserting href https://www.flashscore.com/basketball/thailand/: 1062 (23000): Duplicate entry 'https://www.flashscore.com/basketball/thailand/' for key 'urls.urls'
https://www.flashscore.com/basketball/usa/,Error inserting href https://www.flashscore.com/basketball/usa/: 1062 (23000): Duplicate entry 'https://www.flashscore.com/basketball/usa/' for key 'urls.urls'
https://www.flashscore.com/basketball/belarus/,Error inserting href https://www.flashscore.com/basketball/belarus/: 1062 (23000): Duplicate entry 'https://www.flashscore.com/basketball/belarus/' for key 'urls.urls'
https://www.flashscore.com/basketball/australia-oceania/,Error inserting href https://www.flashscore.com/basketball/australia-oceania/: 1062 (23000): Duplicate entry 'https://www.flashscore.com/basketball/australia-oceania/' for key 'urls.urls'
